cluster,cluster_name,komoditas,tahun,median_produksi,mean_z_score
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Manggis,2025,613.4375,0.0884798177303928
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Melinjo,2025,197.5325,0.07818055329694186
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Nangka Cempedak,2025,6747.8255,0.14124605329227316
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Nenas,2025,4922.494,0.1780459273396546
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Pepaya,2025,13265.7045,-0.015585151288181942
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Petai,2025,1136.0149999999999,0.13895326242936984
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Pisang,2025,63802.330500000004,0.07049130487292929
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Rambutan,2025,13072.754,0.12574129719234345
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Salak,2025,1462.0205,0.047907292518553954
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Sawo,2025,1063.2655,0.035881054268217825
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Sirsak,2025,821.9984999999999,0.09149909798411009
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Sukun,2025,1753.6075,0.25610308638449625
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Buah Naga,2025,983.7665,0.18705128155335088
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jeruk Lemon,2025,177.762,-0.13118423146168012
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Lengkeng,2025,207.51850000000002,0.263644669255414
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bawang Daun,2025,466.87449999999995,-0.29798090309634234
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bawang Merah,2025,208.027,-0.43325350229379234
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bawang Putih,2025,0.0,-0.5042397417081725
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Bayam,2025,2889.3695,0.11737800201433003
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Buncis,2025,356.7145,-0.33864309044506735
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Cabai Rawit,2025,6465.9985,-0.1680443157353702
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kacang Panjang,2025,3108.3365000000003,0.055133839618449185
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kangkung,2025,4972.4765,-0.0395840863707418
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kembang Kol,2025,0.0025,-0.7884313329295743
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kentang,2025,0.0,-0.7706254795532682
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Ketimun,2025,3745.6745,0.09215010091356024
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Kubis,2025,0.28900000000000003,-0.8933926650316094
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Labu Siam,2025,118.418,-0.6686977088340024
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Melon,2025,306.0095,-0.02254514923097008
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Paprika,2025,0.0,-0.3908408836017187
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Petsai Sawi,2025,2681.268,-0.21514611518311397
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Semangka,2025,2793.1945,0.15343258501246207
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Stroberi,2025,0.0,-0.600088257048957
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Terung,2025,4316.5445,-0.12466561157194454
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Tomat,2025,1944.5935,-0.39338719181172005
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Wortel,2025,0.0,-0.7645084731897158
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Cabai Besar Tw Teropong,2025,1120.684,0.007994716725316434
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Cabai Keriting,2025,3350.4399999999996,0.09573050916468526
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jamur Tiram,2025,56.42,0.023956636937756865
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jamur Merang,2025,0.0,-0.26103254166779566
3,Produksi Menengah dengan Komoditas Buah/Tropis Menonjol,Jamur Lainnya,2025,0.005,-0.14739306632049345
